label,discription
normal,No message..no responce..what happend?
fraud,We currently have a message awaiting your collection. To collect your message just call 08718723815.
normal,Hey babe
normal,make that 3! 4 fucks sake?! x
normal,Leave it. U will always be ignorant.
normal,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
normal,at bruce b downs &amp
normal,Where are you ? You said you would be here when I woke ... :-(
normal,Hey now am free you can call me.
normal,Tell me whos this pls:-)
fraud,URGENT! Your mobile was awarded a £1
normal,Think i might have to give it a miss. Am teaching til twelve
normal,Id have to check but there's only like 1 bowls worth left
normal,Yes there were many sweets
normal,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
fraud,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
normal,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
normal,Sir send to group mail check it.
normal,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
normal,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT
normal,You dont know you jabo me abi.
fraud,Do you ever notice that when you're driving
normal,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
normal,Are you being good
normal,NEFT Transaction with reference number  &lt
normal,Mostly sports type..lyk footbl
normal,Ma head dey swell oh. Thanks for making my day
normal,U should make a fb list
normal,Height of Confidence: All the Aeronautics professors wer calld &amp
normal,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
normal,Happy New Year Princess!
normal,I'll text carlos and let you know
normal,Don't worry
normal,I love u 2 my little pocy bell I am sorry but I love u
normal,Ok omw now
normal,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
fraud,Xmas Offer! Latest Motorola
normal,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
normal,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
normal,Tonight? Yeah
normal,What should i eat fo lunch senor
normal,He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ
normal,No break time one... How... I come out n get my stuff fr ü?
fraud,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
normal,I'm there and I can see you
normal,Do you still have the grinder?
fraud,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
normal,Love isn't a decision
fraud,HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd
normal,K.i did't see you.:)k:)where are you now?
normal,So i'm doing a list of buyers.
normal,No idea
normal,Mm not entirely sure i understood that text but hey. Ho. Which weekend?
normal,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.
normal,Don know..he is watching film in computer..
normal,No b4 Thursday
normal,Oh
normal,Id onluy matters when getting on from offcampus
fraud,This message is free call. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
normal,Excellent
normal,I will see in half an hour
fraud,You've won tkts to the EURO2004 CUP FINAL or £800 CASH
normal,Ew are you one of them?
normal,Also hi wesley how've you been
normal,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
fraud,Loan for any purpose £500 - £75
fraud,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
normal,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
normal,Hm good morning
normal,Yeah no probs - last night is obviously catching up with you... Speak soon 
fraud,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
normal,I might go 2 sch. Yar at e salon now v boring.
normal, &lt
normal,&lt
normal,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
normal,I didn't get the second half of that message
normal,Wat time do u wan 2 meet me later?
normal,I thank you so much for all you do with selflessness. I love you plenty.
normal,Am in film ill call you later.
normal,How dare you change my ring
normal,You are a very very very very bad girl. Or lady.
normal,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
normal,"What part of ""don't initiate"" don't you understand"
normal,I finished my lunch already. U wake up already?
normal,You still at the game?
normal,You have got tallent but you are wasting.
normal,What is your record for one night? :)
normal,Also sir
normal, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. 
normal,Jokin only lar... :-) depends on which phone my father can get lor...
normal,Aight
normal,Get ready for  &lt
normal,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
normal,
normal,Cos darren say ü considering mah so i ask ü...
normal,You are not bothering me but you have to trust my answers. Pls.
normal,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
normal,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
normal,Aight what time you want me to come up?
normal,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
normal,Your bill at 3 is £33.65 so thats not bad!
normal,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
normal,Hello
normal,So how's the weather over there?
normal,Ok. Not much to do here though. H&M Friday
normal,Die... Now i have e toot fringe again...
normal,Lol they don't know about my awesome phone. I could click delete right now if I want.
normal,Ok
normal,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp"
normal,Please leave this topic..sorry for telling that..
normal,Pls send me the correct name da.
normal,What happened to our yo date?+
normal,Webpage s not available!
normal,Just woke up. Yeesh its late. But I didn't fall asleep til &lt
fraud,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
normal,Dear all
normal,K..k...from tomorrow onwards started ah?
normal,What u talking bout early morning? It's almost noon where your at!
normal,Fine. Do you remember me.
fraud,Hi babe its Jordan
normal,Ok. How many should i buy.
normal,Sounds good
fraud,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
normal,Ok. So april. Cant wait
normal,Boy you best get yo ass out here quick
normal,Ay wana meet on sat?ü wkg on sat?
normal,I'm now but have to wait till 2 for the bus to pick me.
normal,Apart from the one i told you about yesterday?
normal,Ok lor... But buy wat?
normal,Somebody should go to andros and steal ice
normal,Don know. I did't msg him recently.
normal,Take us out shopping and Mark will distract Isaiah.=D
normal,Mum
normal,There is no sense in my foot and penis.
normal,Okay but i thought you were the expert
normal,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
normal,S.s:)i thinl role is like sachin.just standing. Others have to hit.
normal,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
normal,And very importantly
normal,K..k:)how about your training process?
normal,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
normal,In da car park 
normal,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
normal,So i asked how's anthony. Dad. And your bf
normal,'Wnevr i wana fal in luv vth my books
normal,What Today-sunday..sunday is holiday..so no work..
normal,Am going to take bath ill place the key in window:-)
fraud,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
normal,Dear
normal,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
normal,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...
normal,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
normal,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt
normal,Yo
normal,This is all just creepy and crazy to me.
normal,Ok... I din get ur msg...
normal,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
normal,Pathaya enketa maraikara pa'
normal,Even if he my friend he is a priest call him now
normal,U so lousy
normal,That's y i said it's bad dat all e gals know u... Wat u doing now?
normal,Or remind me in a few hrs.
normal,I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt
normal,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
normal,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
normal,Lol I was gonna last month. I cashed some in but I left &lt
fraud,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
normal,"Short But Cute : "" Be a good person "
normal,Just haven't decided where yet eh ?
normal,Wat time liao
normal,Yes watching footie but worried we're going to blow it - Phil Neville?
normal,I wait 4 ü inside da car park...
normal,Uncle Abbey! Happy New Year. Abiola
normal,Now am free call me pa.
normal,R u saying i should re order the slippers cos i had to pay for returning it.
normal,Stop knowing me so well!
normal,Good evening! this is roger. How are you?
normal,Small problem in auction:)punj now asking tiwary
fraud,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
normal,He telling not to tell any one. If so treat for me hi hi hi
normal,My uncles in Atlanta. Wish you guys a great semester.
fraud,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
normal,U coming 2 pick me?
normal,Thats cool. i liked your photos. You are very sexy!
normal,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
normal,Haha better late than ever
normal,Ok. But i finish at 6.
fraud,LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!
normal,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
normal,So no messages. Had food?
normal,Ok going to sleep. Hope i can meet her.
normal,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
normal,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
normal,You're right I have now that I think about it
normal,Wat r u doing now?
normal,Is ur lecture over?
fraud,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
normal,Customer place i will call you
normal,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.
normal,Boy
normal,Haha I heard that
normal,I.ll get there tomorrow and send it to you
normal,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP..."
normal,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
normal,CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.
normal,Sorry
normal,Yo! Howz u? girls never rang after india. L
normal,Yeah but which is worse for i
fraud,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
normal,I tagged MY friends that you seemed to count as YOUR friends.
fraud,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
normal,Ok...
normal,Long time. You remember me today.
normal,Havent shopping now lor i juz arrive only
normal,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
normal,Are you up for the challenge? I know i am :)
normal,How much did ur hdd casing cost.
normal,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
normal,I can't describe how lucky you are that I'm actually awake by noon
fraud,This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
normal,TODAY is Sorry day.! If ever i was angry with you
normal,Cheers for the card ... Is it that time of year already?
fraud,HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd
normal,When people see my msgs
normal,Ugh hopefully the asus ppl dont randomly do a reformat.
normal,Haven't seen my facebook
normal,Mah b
normal,Still otside le..u come 2morrow maga..
normal,Do u still have plumbers tape and a wrench we could borrow?
fraud,Dear Voucher Holder
normal,It vl bcum more difficult..
fraud,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
normal,Havent still waitin as usual... Ü come back sch oredi?
normal,In meeting da. I will call you
normal,K k :-):-) then watch some films.
normal,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
normal,There the size of elephant tablets & u shove um up ur ass!!
normal,So many people seems to be special at first sight
normal,My Parents
normal,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair. 
normal,Good morning pookie pie! Lol hope I didn't wake u up
normal,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
normal,Happy birthday to you....dear.with lots of love.rakhesh NRI
normal,Howz that persons story
fraud,This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy
normal,X2  &lt
normal,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning
fraud,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub
normal,Is ur paper today in e morn or aft?
normal,I will lick up every drop :) are you ready to use your mouth as well?
normal,And you! Will expect you whenever you text! Hope all goes well tomo 
normal,Great. P diddy is my neighbor and comes for toothpaste every morning
normal,I av a new number
normal,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
normal,7 lor... Change 2 suntec... Wat time u coming?
normal,No de.am seeing in online shop so that i asked.
normal,Just curious because my cuz asked what I was up to
normal,Nice.nice.how is it working?
normal,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
normal,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
normal,She's good. How are you. Where r u working now
normal,Oh
normal,At home also.
normal,This phone has the weirdest auto correct.
normal,Oops my phone died and I didn't even know. Yeah I like it better.
normal,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
normal,She said
normal,OH YEAH
normal,We got a divorce. Lol. She.s here
normal,What's ur pin?
normal,Babe
normal,I want snow. It's just freezing and windy.
fraud,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
normal,Come to mahal bus stop.. &lt
normal,Don know:)this week i'm going to tirunelvai da.
normal,Me too baby! I promise to treat you well! I bet you will take good care of me...
normal,Its like that hotel dusk game i think. You solve puzzles in a area thing
fraud,Thanks for your ringtone order
normal,Hi
normal,Well that must be a pain to catch
normal,Sorry da thangam.it's my mistake.
normal,I need... Coz i never go before 
normal,Rose for red
normal,Wife.how she knew the time of murder exactly
fraud,SIX chances to win CASH! From 100 to 20
fraud,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
normal,I feel like a dick because I keep sleeping through your texts and facebook messages. Sup
normal,No plm i will come da. On the way.
normal,Guess he wants alone time. We could just show up and watch when they do..
normal,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!
normal,Yup ü not comin :-(
normal,Yes
normal,Aight text me when you're back at mu and I'll swing by
normal,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
normal,Good. No swimsuit allowed :)
normal,Am okay. Will soon be over. All the best
normal,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd"
normal,Ok i've sent u da latest version of da project.
normal,Good Morning my Dear........... Have a great &amp
normal,Pls accept me for one day. Or am begging you change the number.
normal,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky
normal,Its ok
normal,Funny fact Nobody teaches volcanoes 2 erupt
normal,* You gonna ring this weekend or wot?
normal,Also track down any lighters you can find
normal,Sorry
normal,Babe
normal,I‘ll leave around four
normal,Come to medical college at 7pm ......forward it da
normal,K:)k..its good:)when are you going?
normal,I can make lasagna for you... vodka...
normal,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
normal,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
normal,No
normal,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
fraud,Congratulations! Thanks to a good friend U have WON the £2
normal,I'm always looking for an excuse to be in the city.
normal,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
normal,O shore are you takin the bus
normal,So u gonna get deus ex?
normal,I will send them to your email. Do you mind  &lt
fraud,44 7732584351
normal,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
normal,Ok then i come n pick u at engin?
normal,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
normal,Raviyog Peripherals bhayandar east
normal,K actually can you guys meet me at the sunoco on howard? It should be right on the way
fraud,You have 1 new voicemail. Please call 08719181513.
normal,MOON has come to color your dreams
normal,Just finished eating. Got u a plate. NOT leftovers this time.
normal,Thanx a lot...
normal,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
normal,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
normal,Its a great day. Do have yourself a beautiful one.
normal,What happened in interview?
normal,Solve d Case : A Man Was Found Murdered On  &lt
normal,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
normal,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave... 
normal,Hey you around? I've got enough for a half + the ten I owe you
normal,Hey tmr maybe can meet you at yck
normal,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
normal,They are just making it easy to pay back. I have  &lt
normal,Not to worry. I'm sure you'll get it.
normal,The gas station is like a block away from my house
fraud,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6
fraud,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
normal,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
normal,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit"
normal,Dear good morning how you feeling dear
normal,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
normal,Beautiful tomorrow never comes.. When it comes
normal,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.
normal,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
fraud,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
fraud,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
normal,Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp
normal,Just do what ever is easier for you
normal,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
normal,It'll be tough
normal,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
normal,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt
normal,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
normal,Set a place for me in your heart and not in your mind
normal,But i'm surprised she still can guess right lor...
normal,Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.
normal,Oh ho. Is this the first time u use these type of words
normal,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
normal,I know you are serving. I mean what are you doing now.
normal,Huh... Hyde park not in mel ah
normal,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
fraud,FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions
normal,I know girls always safe and selfish know i got it pa. Thank you. good night.
normal,No worries
normal,I'm freezing and craving ice. Fml
normal,Kay... Since we are out already 
normal,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
normal,Yo im right by yo work
normal,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
normal,She said
normal,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
normal,Nope... Juz off from work...
normal,Huh so fast... Dat means u havent finished painting?
normal, what number do u live at? Is it 11?
normal,No we put party 7 days a week and study lightly
normal,Sac will score big hundred.he is set batsman:-)
normal,Send me yetty's number pls.
normal,How much it will cost approx . Per month.
normal,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
fraud,You are being contacted by our dating service by someone you know! To find out who it is
normal,That's fine
normal,Sorry
normal,Then u go back urself lor...
normal,I AM AT THE GAS STATION. GO THERE.
normal,K
normal,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
normal,Like I made him throw up when we were smoking in our friend's car one time
normal,Still i have not checked it da. . .
normal,You will go to walmart. I.ll stay.
normal,I haven't forgotten you
normal,Oh great. I.ll disturb him more so that we can talk.
normal,Reverse is cheating. That is not mathematics.
normal,U're welcome... Caught u using broken english again...
normal,No problem baby. Is this is a good time to talk? I called and left a message.
normal,Sorry
normal,Oh is it! Which brand?
normal,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
normal,At what time are you coming.
normal,Call him and say you not coming today ok and tell them not to fool me like this ok
normal,I emailed yifeng my part oredi.. Can ü get it fr him..
normal,R u sure they'll understand that! Wine * good idea just had a slurp!
normal,Minimum walk is 3miles a day.
normal,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. 
normal,Brainless Baby Doll..:-D
normal,I don't run away frm u... I walk slowly &amp
fraud,Sorry I missed your call let's talk when you have the time. I'm on 07090201529
normal,Please attend the phone:)
normal,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
normal,No messages on her phone. I'm holding it now
normal,Can... I'm free...
normal,Yo my trip got postponed
normal,Sorry
normal,I am waiting for your call sir.
normal,Hey what are you doing. Y no reply pa..
normal,Hey elaine
normal,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
normal,Most of the tiime when i don't let you hug me it's so i don't break into tears.
normal,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
normal,And now electricity just went out fml.
normal,Looks like you found something to do other than smoke
normal,Also andros ice etc etc
normal,:) 
normal,Good afternon
normal,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
normal,Hows that watch resizing
normal,Dear umma she called me now :-)
normal,Just finished. Missing you plenty
fraud,complimentary 4 STAR Ibiza Holiday or £10
normal,Well
normal,K... Must book a not huh? so going for yoga basic on sunday?
fraud,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
normal,Ok can...
normal,Oops - am at my mum's in somerset... Bit far! Back tomo
normal,So u workin overtime nigpun?
normal,Same as kallis dismissial in 2nd test:-).
normal,O. Guess they both got screwd
fraud,Please CALL 08712402972 immediately as there is an urgent message waiting for you
normal,I'm in a meeting
normal,What r u cooking me for dinner?
normal,Ok thanx...
normal,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
normal,Then i buy.
fraud,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only
normal,Heehee that was so funny tho
normal,It only does simple arithmetic not percentages.
normal,Yeah we wouldn't leave for an hour at least
fraud,As a valued customer
normal,Thanks honey. Have a great day.
normal,"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear...."""
normal,Good night my dear.. Sleepwell&amp
normal,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...
normal,Jus chillaxin
normal,HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.
normal,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
fraud,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
normal,Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here
normal,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt
normal,Only once then after ill obey all yours.
normal,No she didnt. I will search online and let you know.
normal,Where do you need to go to get it?
normal,No pic. Please re-send.
normal,He remains a bro amongst bros
normal,Uhhhhrmm isnt having tb test bad when youre sick
normal,But i haf enuff space got like 4 mb...
fraud,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
fraud,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
fraud,As a valued customer
fraud,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
fraud,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
fraud,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out
fraud,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL
normal,True. Its easier with her here.
normal,Sure but since my parents will be working on Tuesday I don't really need a cover story
normal,Haha okay... Today weekend leh... 
normal,Hi darlin did youPhone me? Im atHome if youwanna chat.
normal,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
normal,You've always been the brainy one.
normal,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt
fraud,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
normal,Christmas is An occasion that is Celebrated as a Reflection of UR... Values...
normal,Sending you greetings of joy and happiness. Do have a gr8 evening
normal,Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx
normal,If india win or level series means this is record:)
normal,Then what about further plan?
normal,Its good to hear from you
normal,awesome
normal,What time you thinkin of goin?
